id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,image
394,"Seni Budaya","sulit","Lagu daerah Ampar-Ampar Pisang berasal dari mana?","Kalimantan Selatan","Jawa Barat","Bali","Papua","A","Ampar-Ampar Pisang adalah lagu daerah dari Kalimantan Selatan.",""
395,"Seni Budaya","sulit","Lagu daerah Yamko Rambe Yamko berasal dari mana?","Papua","Aceh","Jawa Tengah","Bali","A","Yamko Rambe Yamko dikenal sebagai lagu daerah dari Papua.",""
396,"Seni Budaya","sulit","Lagu daerah Bungong Jeumpa berasal dari mana?","Aceh","Maluku","Sulawesi Selatan","Banten","A","Bungong Jeumpa adalah lagu daerah dari Aceh.",""
397,"Seni Budaya","sulit","Lagu daerah Manuk Dadali berasal dari mana?","Jawa Barat","Sumatra Barat","Kalimantan Timur","NTT","A","Manuk Dadali adalah lagu daerah dari Jawa Barat.",""
398,"Seni Budaya","sulit","Tari Jaipong berasal dari daerah mana?","Jawa Barat","Bali","Aceh","Papua","A","Tari Jaipong berasal dari Jawa Barat.",""
399,"Seni Budaya","sulit","Tari Tor-Tor berasal dari budaya daerah mana?","Batak","Minangkabau","Betawi","Sunda","A","Tari Tor-Tor berasal dari budaya Batak.",""
400,"Seni Budaya","sulit","Tari Reog Ponorogo berasal dari provinsi mana?","Jawa Timur","Jawa Barat","Bali","Sumatra Selatan","A","Reog Ponorogo berasal dari Jawa Timur.",""
401,"Pendidikan Kewarganegaraan","mudah","Dasar negara Indonesia adalah apa?","Pancasila","UUD 1945","Bendera Merah Putih","Bahasa Indonesia","A","Pancasila adalah dasar negara Indonesia.",""
402,"Pendidikan Kewarganegaraan","mudah","Konstitusi negara Indonesia adalah apa?","UUD 1945","Pancasila","Bhinneka Tunggal Ika","Proklamasi","A","UUD 1945 adalah konstitusi negara Indonesia.",""
403,"Pendidikan Kewarganegaraan","mudah","Bentuk negara Indonesia adalah apa?","Negara kesatuan","Negara serikat","Kerajaan absolut","Koloni","A","Indonesia berbentuk Negara Kesatuan Republik Indonesia.",""
404,"Pendidikan Kewarganegaraan","mudah","Bentuk pemerintahan Indonesia adalah apa?","Republik","Monarki","Kekaisaran","Protektorat","A","Indonesia memiliki bentuk pemerintahan republik.",""
405,"Pendidikan Kewarganegaraan","mudah","Semboyan Bhinneka Tunggal Ika memiliki arti apa?","Berbeda-beda tetapi tetap satu","Bersatu karena sama semua","Maju tanpa aturan","Kuat karena sendiri","A","Bhinneka Tunggal Ika berarti berbeda-beda tetapi tetap satu.",""
406,"Pendidikan Kewarganegaraan","mudah","Hak warga negara untuk memperoleh pendidikan termasuk apa?","Hak warga negara","Kewajiban pajak","Larangan umum","Sanksi pidana","A","Memperoleh pendidikan merupakan salah satu hak warga negara.",""
407,"Pendidikan Kewarganegaraan","mudah","Menaati peraturan lalu lintas termasuk apa?","Kewajiban warga negara","Hak istimewa","Hobi pribadi","Hadiah negara","A","Menaati aturan adalah bagian dari kewajiban warga negara.",""
408,"Pendidikan Kewarganegaraan","mudah","Musyawarah dilakukan untuk mencapai apa?","Mufakat","Persaingan","Permusuhan","Kekalahan","A","Musyawarah bertujuan mencapai mufakat atau kesepakatan bersama.",""
409,"Pendidikan Kewarganegaraan","mudah","Pemilu adalah sarana untuk memilih apa?","Wakil rakyat dan pemimpin pemerintahan","Pemenang lomba kelas","Ketua permainan","Penjaga toko","A","Pemilu digunakan untuk memilih wakil rakyat dan pemimpin pemerintahan sesuai aturan.",""
410,"Pendidikan Kewarganegaraan","mudah","Lembaga yang membuat undang-undang bersama pemerintah adalah apa?","DPR","MA","BPK","KPU","A","DPR memiliki fungsi legislasi dalam pembentukan undang-undang.",""
411,"Pendidikan Kewarganegaraan","mudah","Lembaga yang menyelenggarakan pemilu di Indonesia adalah apa?","KPU","DPR","MA","BPK","A","KPU adalah Komisi Pemilihan Umum yang menyelenggarakan pemilu.",""
412,"Pendidikan Kewarganegaraan","mudah","Lembaga yang memeriksa pengelolaan keuangan negara adalah apa?","BPK","DPR","KPU","MK","A","BPK bertugas memeriksa pengelolaan dan tanggung jawab keuangan negara.",""
413,"Pendidikan Kewarganegaraan","mudah","Lembaga peradilan tertinggi di Indonesia adalah apa?","Mahkamah Agung","DPR","KPU","BPK","A","Mahkamah Agung adalah lembaga peradilan tertinggi.",""
414,"Pendidikan Kewarganegaraan","mudah","Mahkamah Konstitusi berwenang menguji apa?","Undang-undang terhadap UUD 1945","Nilai rapor","Harga barang","Kegiatan olahraga","A","Mahkamah Konstitusi menguji undang-undang terhadap UUD 1945.",""
415,"Pendidikan Kewarganegaraan","mudah","Gotong royong mencerminkan nilai apa?","Kerja sama","Individualisme","Permusuhan","Kesombongan","A","Gotong royong mencerminkan nilai kerja sama dan kepedulian.",""
416,"Pendidikan Kewarganegaraan","sedang","Sila kedua Pancasila berbunyi apa?","Kemanusiaan yang adil dan beradab","Ketuhanan Yang Maha Esa","Persatuan Indonesia","Keadilan sosial","A","Sila kedua Pancasila adalah Kemanusiaan yang adil dan beradab.",""
417,"Pendidikan Kewarganegaraan","sedang","Sila ketiga Pancasila berbunyi apa?","Persatuan Indonesia","Ketuhanan Yang Maha Esa","Keadilan sosial bagi seluruh rakyat Indonesia","Kerakyatan yang dipimpin oleh hikmat kebijaksanaan","A","Sila ketiga Pancasila adalah Persatuan Indonesia.",""
418,"Pendidikan Kewarganegaraan","sedang","Sila keempat Pancasila menekankan nilai apa?","Musyawarah dan demokrasi","Perpecahan","Kekuasaan mutlak","Persaingan bebas","A","Sila keempat menekankan musyawarah dan demokrasi perwakilan.",""
419,"Pendidikan Kewarganegaraan","sedang","Sila kelima Pancasila berbunyi apa?","Keadilan sosial bagi seluruh rakyat Indonesia","Persatuan Indonesia","Ketuhanan Yang Maha Esa","Kemanusiaan yang adil dan beradab","A","Sila kelima adalah Keadilan sosial bagi seluruh rakyat Indonesia.",""
420,"Pendidikan Kewarganegaraan","sedang","Contoh pengamalan sila pertama adalah apa?","Menghormati pemeluk agama lain","Mengejek teman","Menolak musyawarah","Membuang sampah sembarangan","A","Menghormati pemeluk agama lain sesuai nilai Ketuhanan Yang Maha Esa.",""
421,"Pendidikan Kewarganegaraan","sedang","Contoh pengamalan sila kedua adalah apa?","Menolong orang yang membutuhkan","Memaksakan pendapat","Merusak fasilitas umum","Menyontek","A","Menolong sesama mencerminkan nilai kemanusiaan.",""
422,"Pendidikan Kewarganegaraan","sedang","Contoh pengamalan sila ketiga adalah apa?","Menjaga persatuan di sekolah","Membeda-bedakan teman","Berkelahi antarkelas","Mengabaikan kerja kelompok","A","Menjaga persatuan mencerminkan sila ketiga.",""
423,"Pendidikan Kewarganegaraan","sedang","Contoh pengamalan sila keempat adalah apa?","Bermusyawarah memilih ketua kelas","Memaksakan pilihan sendiri","Menolak pendapat orang lain","Meninggalkan rapat tanpa alasan","A","Musyawarah mencerminkan sila keempat.",""
424,"Pendidikan Kewarganegaraan","sedang","Contoh pengamalan sila kelima adalah apa?","Bersikap adil kepada semua teman","Mengambil hak orang lain","Mendahulukan kelompok sendiri","Berbuat curang","A","Bersikap adil mencerminkan sila kelima.",""
425,"Pendidikan Kewarganegaraan","sedang","Hak dan kewajiban sebaiknya dilaksanakan secara apa?","Seimbang","Sepihak","Acak","Terpaksa","A","Hak dan kewajiban perlu dilaksanakan secara seimbang agar kehidupan tertib.",""
426,"Pendidikan Kewarganegaraan","sedang","Contoh hak siswa di sekolah adalah apa?","Mendapat pembelajaran","Merusak meja","Datang terlambat","Mengganggu kelas","A","Mendapat pembelajaran adalah hak siswa di sekolah.",""
427,"Pendidikan Kewarganegaraan","sedang","Contoh kewajiban siswa di sekolah adalah apa?","Menaati tata tertib","Memilih tidak belajar","Merusak buku","Menghina teman","A","Menaati tata tertib adalah kewajiban siswa di sekolah.",""
428,"Pendidikan Kewarganegaraan","sedang","Toleransi berarti apa?","Menghargai perbedaan","Memaksakan kehendak","Menolak semua pendapat","Membuat keributan","A","Toleransi berarti menghargai dan menghormati perbedaan.",""
429,"Pendidikan Kewarganegaraan","sedang","Persatuan penting karena dapat menciptakan apa?","Kerukunan","Perpecahan","Permusuhan","Ketidakadilan","A","Persatuan membantu menciptakan kerukunan dan kekuatan bersama.",""
430,"Pendidikan Kewarganegaraan","sedang","Aturan dibuat agar kehidupan bersama menjadi apa?","Tertib","Kacau","Bebas tanpa batas","Tidak adil","A","Aturan membantu kehidupan bersama menjadi tertib dan aman.",""
431,"Pendidikan Kewarganegaraan","sulit","Kedaulatan rakyat berarti kekuasaan tertinggi berada di tangan siapa?","Rakyat","Satu orang raja","Perusahaan","Negara asing","A","Kedaulatan rakyat berarti rakyat menjadi pemegang kekuasaan tertinggi.",""
432,"Pendidikan Kewarganegaraan","sulit","Demokrasi Pancasila mengutamakan apa?","Musyawarah untuk mufakat","Kekerasan","Paksaan","Kepentingan pribadi saja","A","Demokrasi Pancasila mengutamakan musyawarah untuk mufakat.",""
433,"Pendidikan Kewarganegaraan","sulit","Norma hukum memiliki sifat apa?","Mengikat dan memiliki sanksi tegas","Tidak perlu ditaati","Hanya berupa saran","Tanpa akibat","A","Norma hukum mengikat warga dan memiliki sanksi tegas.",""
434,"Pendidikan Kewarganegaraan","sulit","Norma kesopanan bersumber dari apa?","Kebiasaan dan tata pergaulan masyarakat","Kitab undang-undang pidana saja","Rumus matematika","Cuaca harian","A","Norma kesopanan bersumber dari kebiasaan dan tata pergaulan masyarakat.",""
435,"Pendidikan Kewarganegaraan","sulit","Norma agama bersumber dari apa?","Ajaran Tuhan","Peraturan lalu lintas","Hasil pemungutan suara","Jadwal sekolah","A","Norma agama bersumber dari ajaran Tuhan melalui agama masing-masing.",""
436,"Pendidikan Kewarganegaraan","sulit","Norma kesusilaan bersumber dari apa?","Hati nurani","Harga pasar","Jumlah penduduk","Letak geografis","A","Norma kesusilaan bersumber dari hati nurani manusia.",""
437,"Pendidikan Kewarganegaraan","sulit","Peraturan daerah dibuat oleh pemerintah daerah bersama siapa?","DPRD","KPU","Mahkamah Agung","BPK","A","Peraturan daerah dibuat oleh kepala daerah bersama DPRD.",""
438,"Pendidikan Kewarganegaraan","sulit","Otonomi daerah berarti daerah memiliki kewenangan untuk apa?","Mengatur urusan pemerintahan tertentu","Memisahkan diri tanpa aturan","Menghapus hukum nasional","Menolak semua pajak","A","Otonomi daerah memberi kewenangan kepada daerah untuk mengatur urusan pemerintahan tertentu sesuai hukum.",""
439,"Pendidikan Kewarganegaraan","sulit","Warga negara yang baik saat berbeda pendapat sebaiknya apa?","Menghargai dan berdiskusi","Mengejek lawan bicara","Memaksa semua setuju","Menghindari aturan","A","Perbedaan pendapat perlu dihadapi dengan sikap menghargai dan berdiskusi.",""
440,"Pendidikan Kewarganegaraan","sulit","Sikap cinta tanah air disebut juga apa?","Patriotisme","Individualisme","Konsumerisme","Egoisme","A","Patriotisme adalah sikap cinta dan rela berkorban untuk tanah air.",""
441,"Pendidikan Kewarganegaraan","sulit","Nasionalisme berarti apa?","Rasa kebangsaan dan cinta bangsa","Sikap memusuhi semua bangsa","Sikap hanya mementingkan diri","Tidak peduli negara","A","Nasionalisme adalah rasa kebangsaan dan cinta terhadap bangsa sendiri.",""
442,"Pendidikan Kewarganegaraan","sulit","Korupsi merugikan siapa?","Masyarakat dan negara","Pelaku saja selalu untung","Tidak ada pihak","Hanya pegawai kecil","A","Korupsi merugikan masyarakat dan negara karena menyalahgunakan sumber daya publik.",""
443,"Pendidikan Kewarganegaraan","sulit","Sikap menghargai hasil karya orang lain termasuk perilaku apa?","Bertanggung jawab dan menghormati hak orang lain","Mencuri ide","Merusak persatuan","Menolak kreativitas","A","Menghargai karya orang lain menunjukkan tanggung jawab dan penghormatan hak.",""
444,"Pendidikan Kewarganegaraan","sulit","Hak asasi manusia dimiliki oleh siapa?","Setiap manusia","Pejabat saja","Orang kaya saja","Orang dewasa saja","A","Hak asasi manusia melekat pada setiap manusia.",""
445,"Pendidikan Kewarganegaraan","sulit","Kebebasan berpendapat harus dilakukan dengan apa?","Tanggung jawab","Paksaan","Kekerasan","Fitnah","A","Kebebasan berpendapat harus dijalankan dengan tanggung jawab dan menghormati hak orang lain.",""
446,"Pendidikan Kewarganegaraan","sulit","Keberagaman suku dan budaya Indonesia sebaiknya disikapi dengan apa?","Saling menghargai","Saling merendahkan","Menolak perbedaan","Membatasi pergaulan","A","Keberagaman perlu disikapi dengan saling menghargai agar tercipta persatuan.",""
447,"Pendidikan Kewarganegaraan","sulit","Contoh perilaku demokratis di kelas adalah apa?","Menerima hasil pemilihan ketua kelas","Mengancam pemilih lain","Menghapus suara teman","Memaksa guru memilih","A","Menerima hasil pemilihan yang sah mencerminkan perilaku demokratis.",""
448,"Pendidikan Kewarganegaraan","sulit","Jika melihat teman melanggar aturan sekolah, sikap yang tepat adalah apa?","Mengingatkan dengan baik","Ikut melanggar","Menyebarkan hinaan","Membiarkan selalu","A","Mengingatkan dengan baik membantu menjaga ketertiban tanpa merendahkan orang lain.",""
449,"Pendidikan Kewarganegaraan","sulit","Keadilan sosial berarti apa?","Kesejahteraan dan kesempatan yang adil bagi masyarakat","Keuntungan untuk satu kelompok saja","Aturan tanpa hak","Kebebasan tanpa tanggung jawab","A","Keadilan sosial menekankan kesejahteraan dan kesempatan yang adil.",""
450,"Pendidikan Kewarganegaraan","sulit","Persatuan Indonesia harus dijaga meskipun masyarakat memiliki apa?","Perbedaan suku, agama, dan budaya","Satu hobi saja","Bahasa yang selalu sama","Pekerjaan yang identik","A","Persatuan harus dijaga di tengah keberagaman suku, agama, dan budaya.",""
451,"Olahraga","mudah","Jumlah pemain sepak bola dalam satu tim di lapangan adalah berapa?","11","5","6","7","A","Satu tim sepak bola terdiri dari 11 pemain di lapangan.",""
452,"Olahraga","mudah","Olahraga yang menggunakan raket dan kok adalah apa?","Bulu tangkis","Sepak bola","Renang","Tinju","A","Bulu tangkis menggunakan raket dan kok.",""
453,"Olahraga","mudah","Olahraga yang dilakukan di kolam air adalah apa?","Renang","Basket","Voli","Tenis meja","A","Renang dilakukan di air atau kolam.",""
454,"Olahraga","mudah","Bola basket dimainkan dengan tujuan memasukkan bola ke mana?","Ring","Gawang","Net bawah","Lubang tanah","A","Tujuan bola basket adalah memasukkan bola ke ring lawan.",""
455,"Olahraga","mudah","Sepak bola dimainkan dengan tujuan memasukkan bola ke mana?","Gawang","Ring","Keranjang","Papan sasaran","A","Tujuan sepak bola adalah memasukkan bola ke gawang lawan.",""
456,"Olahraga","mudah","Olahraga voli dimainkan melewati apa?","Net","Gawang","Ring","Kolam","A","Bola voli dimainkan dengan memukul bola melewati net.",""
457,"Olahraga","mudah","Tenis meja menggunakan alat pemukul yang disebut apa?","Bet","Raket besar","Tongkat","Dayung","A","Tenis meja menggunakan bet sebagai alat pemukul bola.",""
458,"Olahraga","mudah","Lari jarak pendek disebut juga apa?","Sprint","Maraton","Estafet","Jalan cepat","A","Sprint adalah lari jarak pendek dengan kecepatan tinggi.",""
459,"Olahraga","mudah","Lari jarak jauh 42,195 km disebut apa?","Maraton","Sprint","Estafet","Lompat jauh","A","Maraton adalah lomba lari jarak jauh 42,195 km.",""
460,"Olahraga","mudah","Olahraga bela diri dari Jepang yang memakai sabuk dan teknik bantingan adalah apa?","Judo","Sepak takraw","Renang","Golf","A","Judo adalah bela diri dari Jepang dengan teknik bantingan dan kuncian.",""
461,"Olahraga","mudah","Olahraga bela diri asal Korea yang terkenal dengan tendangan adalah apa?","Taekwondo","Judo","Karate","Pencak silat","A","Taekwondo berasal dari Korea dan terkenal dengan teknik tendangan.",""
462,"Olahraga","mudah","Olahraga bela diri tradisional Indonesia adalah apa?","Pencak silat","Judo","Taekwondo","Karate","A","Pencak silat adalah seni bela diri tradisional Indonesia.",""
463,"Olahraga","mudah","Permainan yang menggunakan bola kecil dan pemukul di lapangan berlian adalah apa?","Bisbol","Renang","Voli","Bulu tangkis","A","Bisbol menggunakan bola kecil dan alat pemukul di lapangan khusus.",""
464,"Olahraga","mudah","Olahraga yang menggunakan papan dan ombak disebut apa?","Selancar","Panahan","Tinju","Catur","A","Selancar dilakukan dengan papan di atas ombak.",""
465,"Olahraga","mudah","Olahraga yang menggunakan busur dan anak panah disebut apa?","Panahan","Golf","Tenis","Futsal","A","Panahan menggunakan busur untuk menembakkan anak panah ke sasaran.",""
466,"Olahraga","sedang","Jumlah pemain bola basket dalam satu tim di lapangan adalah berapa?","5","6","7","11","A","Satu tim bola basket memainkan 5 pemain di lapangan.",""
467,"Olahraga","sedang","Jumlah pemain bola voli dalam satu tim di lapangan adalah berapa?","6","5","7","11","A","Satu tim bola voli terdiri dari 6 pemain di lapangan.",""
468,"Olahraga","sedang","Jumlah pemain futsal dalam satu tim di lapangan adalah berapa?","5","6","7","11","A","Futsal dimainkan oleh 5 pemain per tim termasuk penjaga gawang.",""
469,"Olahraga","sedang","Dalam sepak bola, pemain yang bertugas menjaga gawang disebut apa?","Kiper","Striker","Wasit","Gelandang","A","Kiper bertugas menjaga gawang agar tidak kebobolan.",""
470,"Olahraga","sedang","Dalam sepak bola, pelanggaran di kotak penalti dapat menghasilkan apa?","Tendangan penalti","Lemparan ke dalam","Tendangan sudut","Kick off","A","Pelanggaran tertentu di kotak penalti dapat menghasilkan tendangan penalti.",""
471,"Olahraga","sedang","Dalam bulu tangkis, pukulan pertama untuk memulai reli disebut apa?","Servis","Smash","Dropshot","Lob","A","Servis adalah pukulan awal untuk memulai permainan.",""
472,"Olahraga","sedang","Dalam bulu tangkis, pukulan keras menukik disebut apa?","Smash","Servis","Lob","Netting","A","Smash adalah pukulan kuat dan tajam ke area lawan.",""
473,"Olahraga","sedang","Dalam bola voli, pukulan awal untuk memulai permainan disebut apa?","Servis","Block","Passing","Smash","A","Servis memulai reli dalam permainan bola voli.",""
474,"Olahraga","sedang","Dalam bola voli, usaha menahan smash lawan di dekat net disebut apa?","Block","Servis","Passing","Dribble","A","Block dilakukan untuk menahan serangan lawan di dekat net.",""
475,"Olahraga","sedang","Dalam basket, menggiring bola sambil berjalan atau berlari disebut apa?","Dribble","Passing","Shooting","Blocking","A","Dribble adalah menggiring bola dengan memantulkannya ke lantai.",""
476,"Olahraga","sedang","Dalam basket, melempar bola ke teman satu tim disebut apa?","Passing","Dribble","Shooting","Rebound","A","Passing adalah operan kepada rekan satu tim.",""
477,"Olahraga","sedang","Dalam basket, memasukkan bola ke ring disebut apa?","Shooting","Passing","Blocking","Heading","A","Shooting adalah usaha memasukkan bola ke ring.",""
478,"Olahraga","sedang","Dalam sepak bola, menyundul bola disebut apa?","Heading","Dribble","Smash","Passing bawah","A","Heading adalah teknik memainkan bola dengan kepala.",""
479,"Olahraga","sedang","Dalam sepak bola, lemparan dari sisi lapangan disebut apa?","Throw in","Corner kick","Free kick","Penalty kick","A","Throw in dilakukan saat bola keluar melalui garis samping.",""
480,"Olahraga","sedang","Dalam sepak bola, tendangan dari sudut lapangan disebut apa?","Corner kick","Throw in","Kick off","Goal kick","A","Corner kick diberikan saat bola keluar melewati garis gawang oleh pemain bertahan.",""
481,"Olahraga","sulit","Induk organisasi sepak bola dunia adalah apa?","FIFA","FIBA","BWF","FINA","A","FIFA adalah induk organisasi sepak bola dunia.",""
482,"Olahraga","sulit","Induk organisasi bulu tangkis dunia adalah apa?","BWF","FIFA","FIBA","IAAF","A","BWF adalah induk organisasi bulu tangkis dunia.",""
483,"Olahraga","sulit","Induk organisasi bola basket dunia adalah apa?","FIBA","FIFA","BWF","FINA","A","FIBA adalah induk organisasi bola basket dunia.",""
484,"Olahraga","sulit","Induk organisasi atletik dunia yang lama dikenal dengan singkatan apa?","IAAF","FIFA","BWF","FIBA","A","IAAF adalah nama lama induk organisasi atletik dunia sebelum menjadi World Athletics.",""
485,"Olahraga","sulit","Induk organisasi sepak bola Indonesia adalah apa?","PSSI","PBSI","PERBASI","PBVSI","A","PSSI adalah induk organisasi sepak bola Indonesia.",""
486,"Olahraga","sulit","Induk organisasi bulu tangkis Indonesia adalah apa?","PBSI","PSSI","PERBASI","PBVSI","A","PBSI adalah induk organisasi bulu tangkis Indonesia.",""
487,"Olahraga","sulit","Induk organisasi bola basket Indonesia adalah apa?","PERBASI","PSSI","PBSI","PBVSI","A","PERBASI adalah induk organisasi bola basket Indonesia.",""
488,"Olahraga","sulit","Induk organisasi bola voli Indonesia adalah apa?","PBVSI","PSSI","PBSI","PERBASI","A","PBVSI adalah induk organisasi bola voli Indonesia.",""
489,"Olahraga","sulit","Catur dimainkan di papan yang memiliki berapa kotak?","64","32","72","100","A","Papan catur terdiri dari 8 x 8 kotak, total 64 kotak.",""
490,"Olahraga","sulit","Buah catur yang paling menentukan keselamatan permainan adalah apa?","Raja","Benteng","Kuda","Menteri","A","Raja adalah buah catur yang harus dilindungi dari skakmat.",""
491,"Olahraga","sulit","Dalam tenis, angka nol disebut apa?","Love","Deuce","Ace","Set","A","Dalam tenis, angka nol disebut love.",""
492,"Olahraga","sulit","Dalam tenis, servis yang langsung menghasilkan poin disebut apa?","Ace","Love","Deuce","Fault","A","Ace terjadi ketika servis sah tidak dapat dikembalikan lawan.",""
493,"Olahraga","sulit","Dalam tinju, kemenangan karena lawan tidak mampu melanjutkan pertandingan disebut apa?","KO","Offside","Deuce","Rebound","A","KO atau knockout terjadi saat petinju tidak mampu melanjutkan pertandingan.",""
494,"Olahraga","sulit","Dalam sepak bola, posisi pemain lebih dekat ke gawang lawan daripada bola dan pemain bertahan terakhir dapat disebut apa?","Offside","Handball","Corner","Throw in","A","Offside adalah pelanggaran posisi dalam sepak bola sesuai aturan tertentu.",""
495,"Olahraga","sulit","Dalam renang, gaya yang meniru gerakan katak disebut apa?","Gaya dada","Gaya bebas","Gaya punggung","Gaya kupu-kupu","A","Gaya dada sering disebut gaya katak karena gerakannya mirip katak.",""
496,"Olahraga","sulit","Renang dengan posisi punggung menghadap air disebut apa?","Gaya punggung","Gaya dada","Gaya bebas","Gaya kupu-kupu","A","Gaya punggung dilakukan dengan posisi tubuh telentang di air.",""
497,"Olahraga","sulit","Lomba lari yang dilakukan bergantian membawa tongkat disebut apa?","Estafet","Maraton","Sprint","Jalan cepat","A","Lari estafet dilakukan bergantian dengan tongkat estafet.",""
498,"Olahraga","sulit","Olahraga yang memukul bola kecil menuju lubang disebut apa?","Golf","Tenis meja","Voli","Panahan","A","Golf bertujuan memasukkan bola kecil ke lubang dengan pukulan sesedikit mungkin.",""
499,"Olahraga","sulit","Olahraga yang dimainkan dengan kaki dan bola anyaman melewati net adalah apa?","Sepak takraw","Futsal","Bulu tangkis","Bisbol","A","Sepak takraw dimainkan menggunakan bola anyaman dan net, terutama dengan kaki.",""
500,"Olahraga","sulit","Dalam atletik, nomor lompat untuk mencapai jarak sejauh mungkin disebut apa?","Lompat jauh","Lompat galah","Lompat tinggi","Tolak peluru","A","Lompat jauh bertujuan mencapai jarak lompatan sejauh mungkin.",""
