id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,image
165,"Bahasa Indonesia","mudah","Petikan langsung biasanya diapit dengan tanda apa?","Tanda petik","Tanda titik","Tanda koma","Tanda tanya","A","Tanda petik digunakan untuk mengapit petikan langsung.",""
166,"Bahasa Indonesia","sedang","Kata baku dari aktifitas adalah apa?","Aktivitas","Aktifitas","Aktivasi","Aktif","A","Bentuk baku yang benar adalah aktivitas.",""
167,"Bahasa Indonesia","sedang","Kata baku dari resiko adalah apa?","Risiko","Resiko","Riziko","Resiku","A","Bentuk baku yang benar adalah risiko.",""
168,"Bahasa Indonesia","sedang","Kata baku dari apotik adalah apa?","Apotek","Apotik","Apoteker","Apotika","A","Bentuk baku yang benar adalah apotek.",""
169,"Bahasa Indonesia","sedang","Kata baku dari ijin adalah apa?","Izin","Ijin","Ijien","Izien","A","Bentuk baku yang benar adalah izin.",""
170,"Bahasa Indonesia","sedang","Kata baku dari analisa adalah apa?","Analisis","Analisa","Analisasi","Analitik","A","Bentuk baku yang benar adalah analisis.",""
171,"Bahasa Indonesia","sedang","Kata baku dari praktek adalah apa?","Praktik","Praktek","Praktikum","Praktis","A","Bentuk baku yang benar adalah praktik.",""
172,"Bahasa Indonesia","sedang","Kata baku dari kwalitas adalah apa?","Kualitas","Kwalitas","Kualita","Kwalita","A","Bentuk baku yang benar adalah kualitas.",""
173,"Bahasa Indonesia","sedang","Kata baku dari nasehat adalah apa?","Nasihat","Nasehat","Nasihati","Penasehat","A","Bentuk baku yang benar adalah nasihat.",""
174,"Bahasa Indonesia","sedang","Kata baku dari jadual adalah apa?","Jadwal","Jadual","Jaduel","Jadwil","A","Bentuk baku yang benar adalah jadwal.",""
175,"Bahasa Indonesia","sedang","Kata baku dari obyek adalah apa?","Objek","Obyek","Objektif","Obyektif","A","Bentuk baku yang benar adalah objek.",""
176,"Bahasa Indonesia","sedang","Kata baku dari subyek adalah apa?","Subjek","Subyek","Subjektif","Subyektif","A","Bentuk baku yang benar adalah subjek.",""
177,"Bahasa Indonesia","sedang","Kata baku dari sistim adalah apa?","Sistem","Sistim","Sistematika","Sistima","A","Bentuk baku yang benar adalah sistem.",""
178,"Bahasa Indonesia","sedang","Kata baku dari tehnik adalah apa?","Teknik","Tehnik","Teknisi","Teknis","A","Bentuk baku yang benar adalah teknik.",""
179,"Bahasa Indonesia","sedang","Kata baku dari karir adalah apa?","Karier","Karir","Kariir","Kareer","A","Bentuk baku yang benar adalah karier.",""
180,"Bahasa Indonesia","sedang","Kata baku dari komplek adalah apa?","Kompleks","Komplek","Komplikasi","Komplementer","A","Bentuk baku yang benar adalah kompleks.",""
181,"Bahasa Indonesia","sulit","Huruf kapital digunakan pada apa?","Awal kalimat","Tengah setiap kata","Akhir paragraf","Setiap tanda koma","A","Huruf kapital digunakan pada awal kalimat.",""
182,"Bahasa Indonesia","sulit","Huruf kapital digunakan untuk menulis apa?","Nama orang","Kata kerja umum","Kata sifat biasa","Kata hubung","A","Nama orang ditulis dengan huruf kapital pada awal katanya.",""
183,"Bahasa Indonesia","sulit","Huruf kapital digunakan untuk menulis apa?","Nama kota","Kata depan","Kata ulang","Kata ganti biasa","A","Nama kota termasuk nama diri sehingga ditulis dengan huruf kapital.",""
184,"Bahasa Indonesia","sulit","Kata depan di biasanya ditulis bagaimana?","Dipisah dari kata tempat","Disambung dengan semua kata","Selalu memakai tanda hubung","Selalu ditulis kapital","A","Kata depan di dipisah jika menunjukkan tempat, misalnya di sekolah.",""
185,"Bahasa Indonesia","sulit","Penulisan yang tepat untuk kata kerja pasif adalah apa?","ditulis","di tulis","di-tulis","Di Tulis","A","Awalan di- pada kata kerja pasif ditulis serangkai, seperti ditulis.",""
186,"Bahasa Indonesia","sulit","Kalimat efektif sebaiknya memiliki apa?","Makna jelas dan tidak berlebihan","Kata sebanyak mungkin","Tanda baca acak","Semua huruf kapital","A","Kalimat efektif menyampaikan gagasan dengan jelas dan hemat kata.",""
187,"Bahasa Indonesia","sulit","Ide utama sebuah paragraf disebut apa?","Gagasan pokok","Kalimat sapaan","Tanda baca","Kata ulang","A","Gagasan pokok adalah inti pembahasan dalam paragraf.",""
188,"Bahasa Indonesia","sulit","Kalimat yang menjelaskan gagasan pokok disebut apa?","Kalimat penjelas","Kalimat tanya","Kalimat seru","Kalimat perintah","A","Kalimat penjelas mendukung dan merinci gagasan pokok.",""
189,"Bahasa Indonesia","sulit","Teks yang berisi langkah-langkah melakukan sesuatu disebut apa?","Teks prosedur","Teks puisi","Teks berita","Teks drama","A","Teks prosedur berisi tahapan atau langkah melakukan sesuatu.",""
190,"Bahasa Indonesia","sulit","Teks yang bertujuan menceritakan peristiwa disebut apa?","Teks narasi","Teks prosedur","Teks eksposisi","Teks deskripsi","A","Teks narasi menceritakan rangkaian peristiwa.",""
191,"Bahasa Indonesia","sulit","Teks yang menggambarkan objek secara rinci disebut apa?","Teks deskripsi","Teks prosedur","Teks argumentasi","Teks drama","A","Teks deskripsi menggambarkan objek agar pembaca dapat membayangkannya.",""
192,"Bahasa Indonesia","sulit","Teks yang berisi informasi aktual untuk publik disebut apa?","Teks berita","Teks pantun","Teks drama","Teks legenda","A","Teks berita menyajikan informasi faktual dan aktual.",""
193,"Bahasa Indonesia","sulit","Puisi lama yang terdiri dari empat baris dan bersajak a-b-a-b disebut apa?","Pantun","Syair","Gurindam","Mantra","A","Pantun umumnya terdiri dari empat baris dengan rima a-b-a-b.",""
194,"Bahasa Indonesia","sulit","Tokoh baik dalam cerita disebut apa?","Protagonis","Antagonis","Figuran","Narator","A","Protagonis biasanya menjadi tokoh utama yang bernilai baik atau didukung cerita.",""
195,"Bahasa Indonesia","sulit","Tokoh yang menentang tokoh utama disebut apa?","Antagonis","Protagonis","Narator","Editor","A","Antagonis adalah tokoh yang menjadi lawan atau penghalang tokoh utama.",""
196,"Bahasa Indonesia","sulit","Urutan peristiwa dalam cerita disebut apa?","Alur","Tema","Amanat","Latar","A","Alur adalah rangkaian peristiwa dalam cerita.",""
197,"Bahasa Indonesia","sulit","Tempat dan waktu kejadian dalam cerita disebut apa?","Latar","Tema","Amanat","Sudut pandang","A","Latar menjelaskan tempat, waktu, dan suasana peristiwa cerita.",""
198,"Bahasa Indonesia","sulit","Pesan moral dalam cerita disebut apa?","Amanat","Alur","Tokoh","Rima","A","Amanat adalah pesan yang ingin disampaikan penulis.",""
199,"Bahasa Indonesia","sulit","Pokok persoalan dalam cerita disebut apa?","Tema","Latar","Amanat","Diksi","A","Tema adalah pokok persoalan atau gagasan utama cerita.",""
200,"Bahasa Indonesia","sulit","Pilihan kata dalam karya tulis disebut apa?","Diksi","Rima","Latar","Amanat","A","Diksi adalah pilihan kata yang digunakan penulis.",""
201,"Teknologi","mudah","CPU pada komputer berfungsi sebagai apa?","Pusat pemrosesan","Alat cetak","Penyimpan daya","Layar utama","A","CPU memproses instruksi dan data pada komputer.",""
202,"Teknologi","mudah","RAM digunakan untuk apa?","Memori sementara","Mencetak dokumen","Menampilkan gambar","Mengisi daya","A","RAM menyimpan data sementara saat program berjalan.",""
203,"Teknologi","mudah","Perangkat untuk mengetik teks ke komputer disebut apa?","Keyboard","Monitor","Printer","Speaker","A","Keyboard digunakan untuk memasukkan teks dan perintah.",""
204,"Teknologi","mudah","Perangkat untuk menggerakkan kursor disebut apa?","Mouse","Scanner","Modem","Router","A","Mouse membantu menggerakkan kursor dan memilih objek.",""
205,"Teknologi","mudah","Perangkat yang menampilkan gambar dari komputer disebut apa?","Monitor","Keyboard","Printer","Mikrofon","A","Monitor menampilkan output visual komputer.",""
206,"Teknologi","mudah","Perangkat untuk mencetak dokumen disebut apa?","Printer","Scanner","Router","Speaker","A","Printer menghasilkan cetakan fisik dari dokumen digital.",""
207,"Teknologi","mudah","Perangkat untuk memindai dokumen fisik disebut apa?","Scanner","Monitor","Keyboard","Webcam","A","Scanner mengubah dokumen fisik menjadi data digital.",""
208,"Teknologi","mudah","Perangkat untuk mengambil gambar wajah saat video call disebut apa?","Webcam","Printer","Router","Keyboard","A","Webcam digunakan untuk menangkap gambar atau video pengguna.",""
209,"Teknologi","mudah","File berekstensi .jpg biasanya berisi apa?","Gambar","Musik","Database","Program teks","A","JPG adalah format umum untuk gambar.",""
210,"Teknologi","mudah","File berekstensi .mp3 biasanya berisi apa?","Audio","Gambar","Spreadsheet","Kode mesin","A","MP3 adalah format umum untuk audio.",""
211,"Teknologi","mudah","File berekstensi .csv biasanya berisi apa?","Data tabel teks","Video mentah","Font sistem","Aplikasi game","A","CSV menyimpan data tabel dalam bentuk teks yang dipisahkan koma.",""
212,"Teknologi","mudah","HTML digunakan terutama untuk apa?","Membuat struktur halaman web","Mengolah suara","Mengedit video","Mengukur suhu","A","HTML mendefinisikan struktur konten halaman web.",""
213,"Teknologi","mudah","CSS digunakan terutama untuk apa?","Mengatur tampilan halaman web","Menyimpan database","Mengirim email","Memotong kabel","A","CSS mengatur tampilan, warna, dan layout halaman web.",""
214,"Teknologi","mudah","JavaScript pada web umum dipakai untuk apa?","Membuat interaksi","Membersihkan layar","Mengganti baterai","Mencetak kertas","A","JavaScript membuat halaman web menjadi interaktif.",""
215,"Teknologi","mudah","URL adalah apa?","Alamat sumber di internet","Jenis kabel","Nama printer","Ukuran layar","A","URL menunjukkan alamat suatu sumber di internet.",""
216,"Teknologi","sedang","HTTP adalah protokol untuk apa?","Komunikasi web","Menggambar grafik","Mengukur suhu","Menyimpan listrik","A","HTTP digunakan untuk pertukaran data di web.",""
217,"Teknologi","sedang","HTTPS lebih aman dari HTTP karena menggunakan apa?","Enkripsi","Kertas","Speaker","Baterai","A","HTTPS menggunakan enkripsi untuk melindungi komunikasi data.",""
218,"Teknologi","sedang","Router berfungsi untuk apa?","Mengatur lalu lintas jaringan","Mendinginkan CPU","Menyimpan foto","Mengetik cepat","A","Router mengarahkan lalu lintas data dalam jaringan.",""
219,"Teknologi","sedang","Password yang kuat sebaiknya memiliki apa?","Kombinasi karakter","Satu huruf saja","Nama sendiri","Tanggal lahir saja","A","Password kuat memakai kombinasi huruf, angka, dan simbol.",""
220,"Teknologi","sedang","Backup data bertujuan untuk apa?","Mencegah kehilangan data","Memperbesar monitor","Memanaskan laptop","Mengurangi suara","A","Backup membantu memulihkan data jika terjadi kerusakan atau kehilangan.",""
221,"Teknologi","sedang","Cloud storage adalah layanan untuk apa?","Menyimpan data secara online","Mengisi tinta printer","Membuka casing","Menghapus keyboard","A","Cloud storage menyimpan data di server online.",""
222,"Teknologi","sedang","Database digunakan untuk apa?","Menyimpan dan mengelola data","Menajamkan layar","Mengubah kabel","Mencetak foto","A","Database menyimpan data agar mudah dikelola dan dicari.",""
223,"Teknologi","sedang","Algoritma adalah apa?","Langkah-langkah menyelesaikan masalah","Jenis monitor","Warna kabel","Nama folder","A","Algoritma adalah urutan langkah logis untuk menyelesaikan masalah.",""
224,"Teknologi","sedang","Bug dalam program berarti apa?","Kesalahan pada program","Fitur suara","Gambar kecil","Alat jaringan","A","Bug adalah kesalahan yang membuat program tidak berjalan sesuai harapan.",""
225,"Teknologi","sedang","Open source berarti apa?","Kode sumber terbuka untuk dilihat atau dikembangkan","Hanya bisa dipakai offline","Tidak punya file","Selalu berbayar","A","Open source memungkinkan kode sumber dipelajari dan dikembangkan.",""
226,"Teknologi","sedang","Firewall berfungsi untuk apa?","Membantu melindungi jaringan","Mempercepat ketikan","Menambah tinta","Mengubah warna layar","A","Firewall membantu menyaring lalu lintas jaringan demi keamanan.",""
227,"Teknologi","sedang","Phishing adalah tindakan apa?","Menipu pengguna untuk mencuri data","Memperbaiki keyboard","Mengatur kecerahan","Mencetak dokumen","A","Phishing mencoba memperoleh data sensitif dengan penyamaran atau tipu daya.",""
228,"Teknologi","sedang","Malware adalah apa?","Perangkat lunak berbahaya","Aplikasi catatan","Perangkat keras baru","Jenis monitor","A","Malware adalah software yang dirancang untuk merusak atau mengganggu sistem.",""
229,"Teknologi","sedang","Antivirus digunakan untuk apa?","Mendeteksi dan menangani malware","Mendinginkan ruangan","Menghapus layar","Membuat kabel","A","Antivirus membantu mendeteksi dan menangani perangkat lunak berbahaya.",""
230,"Teknologi","sedang","Email digunakan untuk apa?","Mengirim surat elektronik","Mengukur panjang","Mencetak foto","Menyalakan lampu","A","Email adalah layanan untuk mengirim dan menerima pesan elektronik.",""
231,"Teknologi","sulit","Search engine digunakan untuk apa?","Mencari informasi di internet","Mengganti baterai","Mencetak dokumen","Mengunci pintu","A","Search engine membantu pengguna menemukan informasi di internet.",""
232,"Teknologi","sulit","Browser digunakan untuk apa?","Membuka halaman web","Mengecas laptop","Mencetak buku","Mengukur berat","A","Browser digunakan untuk mengakses dan menampilkan halaman web.",""
233,"Teknologi","sulit","Sistem operasi berfungsi untuk apa?","Mengelola perangkat keras dan aplikasi","Menghapus listrik","Mengganti monitor","Mencampur warna","A","Sistem operasi mengatur kerja hardware dan software pada komputer.",""
234,"Teknologi","sulit","Contoh sistem operasi komputer adalah apa?","Windows","HTML","Printer","Keyboard","A","Windows adalah salah satu sistem operasi komputer.",""
235,"Teknologi","sulit","Android adalah sistem operasi yang banyak digunakan pada apa?","Smartphone","Kulkas biasa","Kertas cetak","Jam pasir","A","Android banyak digunakan pada perangkat smartphone dan tablet.",""
236,"Teknologi","sulit","Wi-Fi digunakan untuk apa?","Menghubungkan perangkat ke jaringan nirkabel","Mencetak tinta","Mengukur suhu","Memotong kabel","A","Wi-Fi memungkinkan perangkat terhubung ke jaringan tanpa kabel.",""
237,"Teknologi","sulit","Bluetooth digunakan untuk apa?","Menghubungkan perangkat jarak dekat","Mengecat layar","Mengisi bensin","Mencetak uang","A","Bluetooth menghubungkan perangkat dalam jarak dekat secara nirkabel.",""
238,"Teknologi","sulit","QR code biasanya dipindai menggunakan apa?","Kamera","Speaker","Keyboard","Printer","A","QR code biasanya dipindai menggunakan kamera pada perangkat digital.",""
239,"Teknologi","sulit","Data pribadi sebaiknya dibagikan bagaimana?","Hati-hati dan hanya pada layanan tepercaya","Sebebas mungkin","Di semua komentar publik","Tanpa membaca tujuan","A","Data pribadi harus dilindungi dan hanya dibagikan jika benar-benar diperlukan.",""
240,"Teknologi","sulit","Two-factor authentication bertujuan untuk apa?","Menambah lapisan keamanan akun","Mengganti warna layar","Memperbesar file","Mencetak password","A","Two-factor authentication menambah verifikasi kedua selain password.",""
241,"Teknologi","sulit","Cache pada browser dapat membantu apa?","Mempercepat pemuatan halaman yang pernah dibuka","Mengganti keyboard","Membuat baterai baru","Mencetak gambar","A","Cache menyimpan sebagian data sementara agar halaman dapat dimuat lebih cepat.",""
242,"Teknologi","sulit","Cookie pada web biasanya dipakai untuk apa?","Menyimpan informasi sesi atau preferensi","Mengisi daya laptop","Mencetak tabel","Menghapus internet","A","Cookie menyimpan informasi kecil seperti sesi login atau preferensi pengguna.",""
243,"Teknologi","sulit","Responsive web design berarti apa?","Tampilan menyesuaikan ukuran layar","Website hanya bisa dibuka desktop","Website tanpa warna","Website tanpa gambar","A","Responsive design membuat tampilan web nyaman di berbagai ukuran layar.",""
244,"Teknologi","sulit","Server dalam jaringan bertugas apa?","Melayani permintaan dari client","Menjadi layar sentuh","Mengganti mouse","Mengukur suhu","A","Server menyediakan layanan atau data kepada client.",""
245,"Teknologi","sulit","Client dalam jaringan biasanya berarti apa?","Perangkat atau aplikasi yang meminta layanan","Mesin cetak tinta","Jenis kabel listrik","Ruang penyimpanan fisik","A","Client meminta layanan atau data dari server.",""
246,"Teknologi","sulit","API digunakan untuk apa?","Menghubungkan aplikasi agar bisa bertukar data","Menambah tinta printer","Memperkeras suara kipas","Mengganti casing","A","API memungkinkan aplikasi berkomunikasi dan bertukar data.",""
247,"Teknologi","sulit","Git digunakan untuk apa?","Mengelola versi kode","Mengedit foto","Membuat suara","Menyalakan monitor","A","Git adalah alat version control untuk melacak perubahan kode.",""
248,"Teknologi","sulit","Repository dalam Git adalah apa?","Tempat menyimpan riwayat dan file proyek","Jenis layar","Alat ukur","Format audio","A","Repository menyimpan file proyek beserta riwayat perubahannya.",""
249,"Teknologi","sulit","Commit dalam Git berarti apa?","Simpanan perubahan pada riwayat proyek","Menghapus internet","Mengganti keyboard","Membuat kabel baru","A","Commit adalah catatan perubahan yang disimpan dalam riwayat Git.",""
250,"Teknologi","sulit","Hosting web digunakan untuk apa?","Menempatkan website agar bisa diakses online","Mencetak kartu","Mengisi baterai","Mengubah mouse","A","Hosting menyediakan tempat agar website dapat diakses melalui internet.",""
