id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,image
647,"Ekonomi","sulit","Slogan koperasi yang terkenal adalah apa?","Dari anggota, oleh anggota, untuk anggota","Dari pasar untuk pabrik","Dari bank untuk negara","Dari penjual untuk pembeli saja","A","Koperasi dijalankan oleh anggota dan ditujukan untuk kesejahteraan anggota.",""
648,"Ekonomi","sulit","Pasar monopoli memiliki ciri utama apa?","Satu penjual menguasai pasar","Banyak penjual kecil sama kuat","Tidak ada penjual","Semua barang gratis","A","Monopoli terjadi ketika satu penjual menguasai pasar barang atau jasa tertentu.",""
649,"Ekonomi","sulit","Pasar persaingan sempurna memiliki banyak apa?","Penjual dan pembeli","Pemerintah saja","Satu pedagang","Satu pembeli","A","Pasar persaingan sempurna ditandai banyak penjual dan pembeli dengan barang relatif seragam.",""
650,"Ekonomi","sulit","Kegiatan wirausaha menuntut sikap apa?","Kreatif dan berani mengambil risiko terukur","Selalu menunggu bantuan","Menghindari inovasi","Menolak pelanggan","A","Wirausaha membutuhkan kreativitas, ketekunan, dan keberanian mengambil risiko yang diperhitungkan.",""
651,"Lingkungan","mudah","Sampah organik berasal dari bahan apa?","Sisa makhluk hidup","Logam murni","Kaca saja","Plastik sintetis","A","Sampah organik berasal dari sisa makhluk hidup dan mudah membusuk.",""
652,"Lingkungan","mudah","Contoh sampah organik adalah apa?","Sisa sayur","Botol plastik","Kaleng minuman","Kaca pecah","A","Sisa sayur termasuk sampah organik karena berasal dari tumbuhan.",""
653,"Lingkungan","mudah","Contoh sampah anorganik adalah apa?","Botol plastik","Daun kering","Kulit pisang","Sisa nasi","A","Botol plastik termasuk sampah anorganik karena sulit terurai secara alami.",""
654,"Lingkungan","mudah","Kegiatan menanam pohon kembali disebut apa?","Reboisasi","Erosi","Polusi","Evaporasi","A","Reboisasi adalah penanaman kembali hutan atau lahan yang gundul.",""
655,"Lingkungan","mudah","Pencemaran udara disebut juga apa?","Polusi udara","Erosi tanah","Abrasi pantai","Konservasi","A","Polusi udara adalah pencemaran pada udara.",""
656,"Lingkungan","mudah","Air yang tercemar sebaiknya tidak digunakan untuk apa?","Diminum langsung","Membersihkan lantai luar","Menyiram tanaman tertentu","Mencuci ban","A","Air tercemar tidak aman diminum langsung karena dapat mengandung zat berbahaya.",""
657,"Lingkungan","mudah","Menghemat air berarti menggunakan air secara apa?","Bijak","Berlebihan","Sia-sia","Sembrono","A","Menghemat air berarti memakai air seperlunya dan tidak membuang-buangnya.",""
658,"Lingkungan","mudah","Mematikan lampu saat tidak dipakai adalah contoh apa?","Hemat energi","Pemborosan air","Pencemaran suara","Erosi","A","Mematikan lampu yang tidak diperlukan membantu menghemat energi listrik.",""
659,"Lingkungan","mudah","Kegiatan memilah sampah membantu proses apa?","Daur ulang","Pembakaran liar","Pembuangan sembarang","Pencemaran","A","Memilah sampah memudahkan barang yang masih berguna untuk didaur ulang.",""
660,"Lingkungan","mudah","Daur ulang berarti apa?","Mengolah kembali barang bekas menjadi berguna","Membuang sampah ke sungai","Membakar semua plastik","Menimbun makanan","A","Daur ulang mengubah barang bekas menjadi bahan atau produk yang dapat dipakai kembali.",""
661,"Lingkungan","mudah","Sungai sebaiknya dijaga dari apa?","Sampah dan limbah","Pohon di tepi sungai","Ikan lokal","Air bersih","A","Sampah dan limbah dapat mencemari sungai dan mengganggu makhluk hidup.",""
662,"Lingkungan","mudah","Hutan berfungsi sebagai tempat hidup banyak apa?","Makhluk hidup","Kendaraan","Mesin pabrik","Peralatan elektronik","A","Hutan menjadi habitat bagi banyak tumbuhan dan hewan.",""
663,"Lingkungan","mudah","Pohon membantu menghasilkan gas apa?","Oksigen","Karbon monoksida","Metana","Asap","A","Melalui fotosintesis, tumbuhan menghasilkan oksigen.",""
664,"Lingkungan","mudah","Asap kendaraan dapat menyebabkan pencemaran apa?","Udara","Tanah saja","Air laut saja","Cahaya","A","Asap kendaraan mengandung polutan yang mencemari udara.",""
665,"Lingkungan","mudah","Membuang sampah ke sungai dapat menyebabkan apa?","Banjir dan pencemaran","Udara makin bersih","Tanah makin subur selalu","Hutan bertambah","A","Sampah di sungai dapat menyumbat aliran air dan mencemari lingkungan.",""
666,"Lingkungan","sedang","Prinsip 3R dalam pengelolaan sampah adalah apa?","Reduce, reuse, recycle","Read, run, rest","Rise, reach, roll","Rent, repair, remove","A","3R berarti mengurangi, menggunakan kembali, dan mendaur ulang.",""
667,"Lingkungan","sedang","Reduce berarti apa?","Mengurangi penggunaan","Menggunakan kembali","Mendaur ulang","Membakar sampah","A","Reduce berarti mengurangi penggunaan barang yang berpotensi menjadi sampah.",""
668,"Lingkungan","sedang","Reuse berarti apa?","Menggunakan kembali","Mengurangi","Mengubur","Membuang","A","Reuse berarti menggunakan kembali barang yang masih layak pakai.",""
669,"Lingkungan","sedang","Recycle berarti apa?","Mendaur ulang","Membuang ke laut","Membakar","Mengubur tanpa pemilahan","A","Recycle berarti mengolah kembali sampah menjadi bahan atau produk berguna.",""
670,"Lingkungan","sedang","Kompos biasanya dibuat dari sampah apa?","Organik","Plastik keras","Kaca","Logam","A","Kompos dibuat dari sampah organik seperti daun dan sisa sayur.",""
671,"Lingkungan","sedang","Pemanasan global terutama berkaitan dengan peningkatan gas apa?","Gas rumah kaca","Gas helium","Gas neon","Gas argon saja","A","Pemanasan global berkaitan dengan meningkatnya gas rumah kaca di atmosfer.",""
672,"Lingkungan","sedang","Gas rumah kaca yang banyak dibahas dari pembakaran bahan bakar fosil adalah apa?","Karbon dioksida","Oksigen","Nitrogen murni","Uap garam","A","Pembakaran bahan bakar fosil menghasilkan karbon dioksida yang termasuk gas rumah kaca.",""
673,"Lingkungan","sedang","Energi matahari termasuk sumber energi apa?","Terbarukan","Fosil","Sekali pakai","Radioaktif saja","A","Energi matahari termasuk energi terbarukan karena tersedia terus dari alam.",""
674,"Lingkungan","sedang","Energi angin termasuk sumber energi apa?","Terbarukan","Fosil","Tidak alami","Sekali pakai","A","Energi angin dapat dimanfaatkan terus sehingga termasuk energi terbarukan.",""
675,"Lingkungan","sedang","Batu bara termasuk sumber energi apa?","Fosil","Terbarukan","Matahari","Biologis cepat","A","Batu bara terbentuk dari proses sangat lama sehingga termasuk energi fosil.",""
676,"Lingkungan","sedang","Minyak bumi termasuk sumber energi apa?","Fosil","Terbarukan","Air hujan","Angin","A","Minyak bumi berasal dari sisa organisme purba dan termasuk energi fosil.",""
677,"Lingkungan","sedang","Kawasan untuk melindungi tumbuhan dan hewan disebut apa?","Cagar alam","Pasar malam","Terminal","Gudang industri","A","Cagar alam melindungi keanekaragaman tumbuhan, hewan, dan ekosistem.",""
678,"Lingkungan","sedang","Perlindungan hewan langka penting untuk menjaga apa?","Keanekaragaman hayati","Harga barang","Jumlah kendaraan","Luas gedung","A","Melindungi hewan langka membantu menjaga keanekaragaman hayati.",""
679,"Lingkungan","sedang","Pengikisan pantai oleh gelombang laut disebut apa?","Abrasi","Erosi sungai","Evaporasi","Kondensasi","A","Abrasi adalah pengikisan pantai oleh gelombang laut.",""
680,"Lingkungan","sedang","Pengikisan tanah oleh air hujan disebut apa?","Erosi","Abrasi","Reboisasi","Daur ulang","A","Erosi dapat terjadi ketika air hujan mengikis permukaan tanah.",""
681,"Lingkungan","sulit","Keanekaragaman hayati berarti keragaman apa?","Makhluk hidup","Harga barang","Jenis kendaraan","Bangunan kota","A","Keanekaragaman hayati adalah variasi makhluk hidup pada tingkat gen, spesies, dan ekosistem.",""
682,"Lingkungan","sulit","Habitat adalah apa?","Tempat hidup alami organisme","Alat pengukur suhu","Jenis sampah plastik","Nama gas rumah kaca","A","Habitat adalah tempat hidup alami suatu organisme.",""
683,"Lingkungan","sulit","Spesies endemik berarti apa?","Hanya hidup alami di wilayah tertentu","Selalu hidup di semua benua","Tidak membutuhkan habitat","Selalu hewan peliharaan","A","Spesies endemik memiliki sebaran alami terbatas pada wilayah tertentu.",""
684,"Lingkungan","sulit","Konservasi berarti apa?","Upaya pelestarian dan perlindungan","Kegiatan membuang limbah","Pembakaran hutan","Penggunaan air berlebihan","A","Konservasi adalah upaya melindungi dan melestarikan sumber daya alam.",""
685,"Lingkungan","sulit","Deforestasi berarti apa?","Pengurangan atau penghilangan hutan","Penanaman pohon kembali","Pembuatan taman sekolah","Pengolahan kompos","A","Deforestasi adalah berkurangnya tutupan hutan akibat penebangan atau alih fungsi lahan.",""
686,"Lingkungan","sulit","Eutrofikasi pada perairan sering dipicu oleh kelebihan apa?","Nutrien seperti nitrogen dan fosfor","Oksigen murni","Pasir pantai","Cahaya bulan","A","Eutrofikasi terjadi saat nutrien berlebih memicu pertumbuhan alga secara berlebihan.",""
687,"Lingkungan","sulit","Biodegradable berarti apa?","Dapat terurai secara alami","Tidak pernah rusak","Selalu berbahan logam","Hanya bisa dibakar","A","Biodegradable berarti bahan dapat diuraikan oleh proses alami atau organisme.",""
688,"Lingkungan","sulit","Jejak karbon berkaitan dengan jumlah apa?","Emisi gas rumah kaca","Air minum harian","Kertas buku","Jumlah tanaman saja","A","Jejak karbon menunjukkan perkiraan emisi gas rumah kaca dari aktivitas tertentu.",""
689,"Lingkungan","sulit","Kualitas udara sering dipengaruhi oleh partikel halus yang disebut apa?","PM2.5","H2O","NaCl","DNA","A","PM2.5 adalah partikel halus di udara yang dapat memengaruhi kualitas udara.",""
690,"Lingkungan","sulit","Lapisan ozon membantu melindungi Bumi dari apa?","Radiasi ultraviolet berlebih","Hujan biasa","Angin sepoi-sepoi","Gelombang radio semua","A","Lapisan ozon menyerap sebagian radiasi ultraviolet dari Matahari.",""
691,"Lingkungan","sulit","Hujan asam dapat terjadi karena polusi yang mengandung apa?","Sulfur dioksida dan nitrogen oksida","Oksigen murni","Uap air saja","Gas helium","A","Sulfur dioksida dan nitrogen oksida dapat bereaksi membentuk senyawa penyebab hujan asam.",""
692,"Lingkungan","sulit","IPAL adalah fasilitas untuk mengolah apa?","Air limbah","Udara bersih","Sampah kaca saja","Energi surya","A","IPAL atau Instalasi Pengolahan Air Limbah mengolah air limbah agar lebih aman dibuang.",""
693,"Lingkungan","sulit","Pengelolaan sampah terpadu bertujuan mengurangi apa?","Dampak sampah terhadap lingkungan","Jumlah pohon sehat","Ketersediaan air bersih","Kesadaran warga","A","Pengelolaan sampah terpadu mengurangi dampak negatif sampah terhadap lingkungan.",""
694,"Lingkungan","sulit","Ekosistem mangrove penting karena dapat membantu apa?","Melindungi pantai dari abrasi","Mengeringkan laut","Menghilangkan semua ikan","Membuat udara berasap","A","Mangrove membantu menahan abrasi dan menjadi habitat berbagai organisme.",""
695,"Lingkungan","sulit","Terumbu karang merupakan habitat penting bagi apa?","Banyak biota laut","Hewan gurun","Tanaman padi","Burung hutan saja","A","Terumbu karang menjadi tempat hidup dan berlindung banyak biota laut.",""
696,"Lingkungan","sulit","Limbah B3 berarti limbah yang memiliki sifat apa?","Berbahaya dan beracun","Bersih dan bening","Bisa dimakan","Berwarna biru selalu","A","B3 adalah bahan berbahaya dan beracun yang perlu dikelola secara khusus.",""
697,"Lingkungan","sulit","Kendaraan umum dapat membantu mengurangi apa?","Jumlah kendaraan pribadi di jalan","Jumlah pohon kota","Kualitas udara baik","Tempat duduk","A","Menggunakan transportasi umum dapat mengurangi penggunaan kendaraan pribadi.",""
698,"Lingkungan","sulit","Panel surya mengubah energi matahari menjadi apa?","Energi listrik","Energi suara","Sampah organik","Air laut","A","Panel surya mengubah cahaya matahari menjadi energi listrik.",""
699,"Lingkungan","sulit","Biogas dapat dihasilkan dari penguraian apa?","Bahan organik","Kaca","Logam","Pasir","A","Biogas dihasilkan dari penguraian bahan organik oleh mikroorganisme dalam kondisi tertentu.",""
700,"Lingkungan","sulit","Pertanian berkelanjutan bertujuan menjaga apa?","Produktivitas sekaligus kelestarian lingkungan","Pemborosan pupuk","Kerusakan tanah","Penebangan hutan","A","Pertanian berkelanjutan berusaha memenuhi kebutuhan pangan sambil menjaga lingkungan.",""
701,"Logika","mudah","Jika semua burung memiliki sayap dan merpati adalah burung, maka merpati memiliki apa?","Sayap","Sirip","Roda","Akar","A","Kesimpulan logisnya, merpati memiliki sayap karena termasuk burung.",""
702,"Logika","mudah","Jika hari ini hujan, jalan menjadi basah. Hari ini hujan. Maka jalan menjadi apa?","Basah","Kering","Berlubang selalu","Gelap","A","Berdasarkan pernyataan, hujan menyebabkan jalan basah.",""
703,"Logika","mudah","Jika A lebih besar dari B dan B lebih besar dari C, maka A dibanding C adalah apa?","Lebih besar","Lebih kecil","Sama selalu","Tidak bisa dibandingkan","A","Jika A > B dan B > C, maka A > C.",""
704,"Logika","mudah","Jika lampu menyala saat sakelar ditekan dan sakelar ditekan, maka lampu akan apa?","Menyala","Padam","Pecah","Hilang","A","Kesimpulan mengikuti aturan: sakelar ditekan menyebabkan lampu menyala.",""
705,"Logika","mudah","Urutan angka 2, 4, 6, 8, ... dilanjutkan dengan apa?","10","9","12","16","A","Pola bertambah 2, sehingga angka berikutnya 10.",""
706,"Logika","mudah","Urutan angka 5, 10, 15, 20, ... dilanjutkan dengan apa?","25","30","22","24","A","Pola bertambah 5, sehingga angka berikutnya 25.",""
707,"Logika","mudah","Urutan angka 3, 6, 12, 24, ... dilanjutkan dengan apa?","48","30","36","42","A","Pola dikali 2, sehingga angka berikutnya 48.",""
708,"Logika","mudah","Urutan angka 1, 4, 9, 16, ... dilanjutkan dengan apa?","25","20","24","36","A","Pola adalah bilangan kuadrat: 1, 4, 9, 16, 25.",""
709,"Logika","mudah","Jika semua kotak merah adalah besar dan benda X adalah kotak merah, maka benda X bersifat apa?","Besar","Kecil","Biru","Bulat","A","Karena X termasuk kotak merah, maka X memiliki sifat besar sesuai premis.",""
710,"Logika","mudah","Jika tidak ada ikan yang berjalan di darat dan ikan mas adalah ikan, maka ikan mas tidak apa?","Berjalan di darat","Berenang","Bernapas","Hidup","A","Kesimpulan sesuai premis adalah ikan mas tidak berjalan di darat.",""
711,"Logika","mudah","Kata yang tidak sekelompok: apel, jeruk, mangga, meja adalah apa?","Meja","Apel","Jeruk","Mangga","A","Meja bukan buah, sedangkan apel, jeruk, dan mangga adalah buah.",""
712,"Logika","mudah","Kata yang tidak sekelompok: merah, biru, kursi, hijau adalah apa?","Kursi","Merah","Biru","Hijau","A","Kursi bukan warna, sedangkan merah, biru, dan hijau adalah warna.",""
713,"Logika","mudah","Kata yang tidak sekelompok: kucing, anjing, sapi, sepeda adalah apa?","Sepeda","Kucing","Anjing","Sapi","A","Sepeda bukan hewan, sedangkan kucing, anjing, dan sapi adalah hewan.",""
714,"Logika","mudah","Kata yang tidak sekelompok: Senin, Selasa, Januari, Rabu adalah apa?","Januari","Senin","Selasa","Rabu","A","Januari adalah nama bulan, sedangkan yang lain nama hari.",""
715,"Logika","mudah","Kata yang tidak sekelompok: padi, jagung, televisi, kedelai adalah apa?","Televisi","Padi","Jagung","Kedelai","A","Televisi bukan tanaman pangan, sedangkan yang lain tanaman pangan.",""
716,"Logika","sedang","Jika semua siswa kelas A memakai seragam biru dan Rani siswa kelas A, maka Rani memakai seragam apa?","Biru","Merah","Hijau","Putih","A","Kesimpulan logisnya Rani memakai seragam biru.",""
717,"Logika","sedang","Jika beberapa buku adalah novel dan semua novel adalah bacaan, maka beberapa buku adalah apa?","Bacaan","Makanan","Alat tulis","Mainan","A","Karena beberapa buku adalah novel dan novel termasuk bacaan, maka beberapa buku adalah bacaan.",""
718,"Logika","sedang","Jika semua dokter belajar kesehatan dan Andi adalah dokter, maka Andi belajar apa?","Kesehatan","Pertanian","Arsitektur","Musik","A","Andi termasuk dokter, sehingga mengikuti sifat semua dokter dalam premis.",""
719,"Logika","sedang","Jika tidak ada kucing yang bisa terbang dan Miko adalah kucing, maka Miko tidak bisa apa?","Terbang","Makan","Tidur","Berjalan","A","Kesimpulan dari premis adalah Miko tidak bisa terbang.",""
720,"Logika","sedang","Jika semua persegi adalah bangun datar dan gambar X adalah persegi, maka gambar X adalah apa?","Bangun datar","Bangun ruang","Benda cair","Alat musik","A","Persegi termasuk bangun datar, sehingga gambar X adalah bangun datar.",""
721,"Logika","sedang","Urutan huruf A, C, E, G, ... dilanjutkan dengan apa?","I","H","J","K","A","Pola melompati satu huruf, sehingga setelah G adalah I.",""
722,"Logika","sedang","Urutan huruf B, D, F, H, ... dilanjutkan dengan apa?","J","I","K","L","A","Pola melompati satu huruf, sehingga setelah H adalah J.",""
723,"Logika","sedang","Urutan angka 100, 90, 80, 70, ... dilanjutkan dengan apa?","60","65","50","75","A","Pola berkurang 10, sehingga angka berikutnya 60.",""
724,"Logika","sedang","Urutan angka 1, 2, 4, 8, 16, ... dilanjutkan dengan apa?","32","24","30","36","A","Pola dikali 2, sehingga angka berikutnya 32.",""
725,"Logika","sedang","Urutan angka 81, 27, 9, 3, ... dilanjutkan dengan apa?","1","2","0","6","A","Pola dibagi 3, sehingga setelah 3 adalah 1.",""
726,"Logika","sedang","Jika 2 pensil harganya 4000, maka 1 pensil harganya berapa?","2000","1000","3000","4000","A","Harga satu pensil adalah 4000 dibagi 2, yaitu 2000.",""
727,"Logika","sedang","Jika 3 buku harganya 15000, maka 1 buku harganya berapa?","5000","3000","4500","6000","A","Harga satu buku adalah 15000 dibagi 3, yaitu 5000.",""
728,"Logika","sedang","Jika satu kotak berisi 12 pensil, maka 2 kotak berisi berapa pensil?","24","12","14","20","A","Dua kotak berisi 2 x 12 = 24 pensil.",""
729,"Logika","sedang","Jika satu lusin sama dengan 12, maka 3 lusin sama dengan berapa?","36","24","30","42","A","3 lusin sama dengan 3 x 12 = 36.",""
730,"Logika","sedang","Jika setiap meja memiliki 4 kaki, maka 5 meja memiliki berapa kaki?","20","16","18","24","A","5 meja memiliki 5 x 4 = 20 kaki.",""
731,"Logika","sulit","Jika pernyataan Semua A adalah B benar, maka satu A pasti termasuk apa?","B","Bukan B","C saja","Tidak ada kategori","A","Jika semua A adalah B, maka setiap anggota A pasti termasuk B.",""
732,"Logika","sulit","Jika sebagian A adalah B, kesimpulan yang pasti benar adalah apa?","Ada anggota A yang B","Semua A adalah B","Tidak ada A yang B","Semua B adalah A","A","Sebagian A adalah B berarti minimal ada anggota A yang termasuk B.",""
733,"Logika","sulit","Jika tidak ada A yang B dan X adalah A, maka X pasti apa?","Bukan B","B","Semua B","Tidak dapat menjadi A","A","Karena tidak ada A yang B, X yang merupakan A pasti bukan B.",""
734,"Logika","sulit","Jika A menyebabkan B, dan B menyebabkan C, maka A dapat menyebabkan apa secara tidak langsung?","C","A saja","Tidak ada akibat","Batal","A","A menyebabkan B, lalu B menyebabkan C, jadi A dapat menyebabkan C secara tidak langsung.",""
735,"Logika","sulit","Dalam argumen, pernyataan pendukung yang menjadi dasar kesimpulan disebut apa?","Premis","Ilustrasi","Judul","Catatan kaki","A","Premis adalah pernyataan yang mendukung kesimpulan.",""
736,"Logika","sulit","Dalam argumen, hasil akhir dari penalaran disebut apa?","Kesimpulan","Premis","Contoh","Pertanyaan","A","Kesimpulan adalah pernyataan yang ditarik dari premis.",""
737,"Logika","sulit","Kesalahan penalaran disebut juga apa?","Sesat pikir","Kalimat efektif","Sinonim","Hipotesis benar","A","Sesat pikir adalah kesalahan dalam proses penalaran.",""
738,"Logika","sulit","Menyimpulkan sesuatu dari bukti yang terlalu sedikit disebut apa?","Generalisasi tergesa-gesa","Definisi tepat","Penalaran deduktif valid","Observasi lengkap","A","Generalisasi tergesa-gesa terjadi saat kesimpulan dibuat dari bukti yang belum cukup.",""
739,"Logika","sulit","Pernyataan yang dapat dibuktikan benar atau salah disebut apa?","Fakta","Opini murni","Selera pribadi","Perasaan","A","Fakta dapat diverifikasi dengan bukti.",""
740,"Logika","sulit","Pernyataan berdasarkan pendapat pribadi disebut apa?","Opini","Fakta pasti","Data angka","Bukti fisik","A","Opini adalah pendapat atau penilaian pribadi.",""
741,"Logika","sulit","Jika dua pernyataan saling bertentangan, keduanya tidak mungkin apa pada saat yang sama?","Benar","Ditulis","Dibaca","Dibahas","A","Dua pernyataan kontradiktif tidak dapat sama-sama benar dalam kondisi yang sama.",""
742,"Logika","sulit","Mengecek sumber informasi membantu menentukan apa?","Kredibilitas","Warna halaman","Ukuran font","Jumlah tombol","A","Sumber informasi perlu diperiksa untuk menilai kredibilitas atau kepercayaannya.",""
743,"Logika","sulit","Data yang relevan adalah data yang bagaimana?","Berhubungan dengan pertanyaan atau masalah","Paling panjang selalu","Paling berwarna","Tidak berkaitan","A","Data relevan berkaitan langsung dengan masalah yang dibahas.",""
744,"Logika","sulit","Membandingkan beberapa sumber bertujuan untuk apa?","Memeriksa konsistensi informasi","Memperbanyak rumor","Menghapus bukti","Membuat bingung saja","A","Membandingkan sumber membantu melihat apakah informasi konsisten dan didukung bukti.",""
745,"Logika","sulit","Dalam pemecahan masalah, langkah pertama yang baik adalah apa?","Memahami masalah","Langsung menebak","Mengabaikan data","Menyalin jawaban","A","Memahami masalah membantu menentukan strategi penyelesaian yang tepat.",""
746,"Logika","sulit","Setelah membuat solusi, langkah penting berikutnya adalah apa?","Menguji atau mengevaluasi hasil","Melupakan proses","Menghapus semua catatan","Mengganti masalah","A","Solusi perlu diuji agar diketahui apakah benar-benar menyelesaikan masalah.",""
747,"Logika","sulit","Pola 2, 6, 12, 20, 30, ... memiliki selisih 4, 6, 8, 10, sehingga berikutnya apa?","42","36","40","44","A","Selisih berikutnya 12, maka 30 + 12 = 42.",""
748,"Logika","sulit","Pola 1, 1, 2, 3, 5, 8, ... dilanjutkan dengan apa?","13","11","12","15","A","Pola Fibonacci menjumlahkan dua angka sebelumnya, jadi 5 + 8 = 13.",""
749,"Logika","sulit","Jika semua data benar tetapi cara menarik kesimpulan salah, masalahnya ada pada apa?","Penalaran","Ejaan saja","Warna grafik","Jumlah halaman","A","Data benar tetap dapat menghasilkan kesimpulan salah jika penalarannya keliru.",""
750,"Logika","sulit","Berpikir kritis berarti melakukan apa?","Menilai informasi dengan alasan dan bukti","Menerima semua klaim begitu saja","Menolak semua fakta","Menghafal tanpa paham","A","Berpikir kritis menilai informasi menggunakan alasan, bukti, dan pemeriksaan yang cermat.",""
